,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
1145,Milam County,Fourth Quarter,43.0,406.0,-7.5,243.0,9.0,Leisure and Hospitality,48331.0
1146,Mills County,Fourth Quarter,11.0,81.0,44.6,368.0,12.5,Leisure and Hospitality,48333.0
1147,Mitchell County,Fourth Quarter,16.0,150.0,8.7,230.0,-4.6,Leisure and Hospitality,48335.0
1148,Montague County,Fourth Quarter,35.0,374.0,3.0,303.0,3.1,Leisure and Hospitality,48337.0
1149,Montgomery County,Fourth Quarter,936.0,23969.0,6.9,401.0,4.4,Leisure and Hospitality,48339.0
1150,Moore County,Fourth Quarter,47.0,744.0,11.9,278.0,0.4,Leisure and Hospitality,48341.0
1151,Morris County,Fourth Quarter,14.0,118.0,13.5,234.0,-2.1,Leisure and Hospitality,48343.0
1152,Motley County,Fourth Quarter,5.0,16.0,-40.7,329.0,27.0,Leisure and Hospitality,48345.0
1153,Nacogdoches County,Fourth Quarter,138.0,2980.0,0.6,287.0,4.4,Leisure and Hospitality,48347.0
1154,Navarro County,Fourth Quarter,71.0,1283.0,8.3,300.0,-1.6,Leisure and Hospitality,48349.0
1155,Newton County,Fourth Quarter,6.0,10.0,-9.1,349.0,-10.1,Leisure and Hospitality,48351.0
1156,Nolan County,Fourth Quarter,45.0,853.0,2.5,315.0,9.0,Leisure and Hospitality,48353.0
1157,Nueces County,Fourth Quarter,1000.0,20871.0,-0.7,370.0,3.9,Leisure and Hospitality,48355.0
1158,Ochiltree County,Fourth Quarter,21.0,331.0,4.4,332.0,3.1,Leisure and Hospitality,48357.0
1159,Oldham County,Fourth Quarter,9.0,44.0,4.8,212.0,-1.9,Leisure and Hospitality,48359.0
1160,Orange County,Fourth Quarter,151.0,2370.0,-1.7,324.0,9.1,Leisure and Hospitality,48361.0
1161,Palo Pinto County,Fourth Quarter,79.0,1079.0,5.2,327.0,5.1,Leisure and Hospitality,48363.0
1162,Panola County,Fourth Quarter,35.0,448.0,21.1,262.0,0.8,Leisure and Hospitality,48365.0
1163,Parker County,Fourth Quarter,225.0,3896.0,1.5,319.0,4.2,Leisure and Hospitality,48367.0
1164,Parmer County,Fourth Quarter,9.0,76.0,5.6,271.0,-5.2,Leisure and Hospitality,48369.0
1165,Pecos County,Fourth Quarter,56.0,744.0,7.4,345.0,12.4,Leisure and Hospitality,48371.0
1166,Polk County,Fourth Quarter,75.0,1156.0,5.0,310.0,7.6,Leisure and Hospitality,48373.0
1167,Potter County,Fourth Quarter,416.0,8464.0,0.8,329.0,1.9,Leisure and Hospitality,48375.0
1168,Presidio County,Fourth Quarter,28.0,243.0,15.7,441.0,2.1,Leisure and Hospitality,48377.0
1169,Rains County,Fourth Quarter,17.0,221.0,15.7,251.0,-2.3,Leisure and Hospitality,48379.0
1170,Randall County,Fourth Quarter,203.0,4387.0,-2.3,310.0,4.4,Leisure and Hospitality,48381.0
1171,Reagan County,Fourth Quarter,12.0,116.0,-4.1,347.0,15.3,Leisure and Hospitality,48383.0
1172,Real County,Fourth Quarter,16.0,123.0,2.5,408.0,18.3,Leisure and Hospitality,48385.0
1173,Red River County,Fourth Quarter,16.0,92.0,10.8,238.0,-2.1,Leisure and Hospitality,48387.0
1174,Reeves County,Fourth Quarter,41.0,665.0,18.5,429.0,14.1,Leisure and Hospitality,48389.0
1175,Refugio County,Fourth Quarter,16.0,229.0,-14.9,283.0,13.7,Leisure and Hospitality,48391.0
1176,Roberts County,Fourth Quarter,1.0,,,,,Leisure and Hospitality,48393.0
1177,Robertson County,Fourth Quarter,30.0,518.0,27.6,288.0,-0.3,Leisure and Hospitality,48395.0
1178,Rockwall County,Fourth Quarter,196.0,4456.0,0.4,376.0,4.2,Leisure and Hospitality,48397.0
1179,Runnels County,Fourth Quarter,21.0,143.0,12.6,268.0,15.0,Leisure and Hospitality,48399.0
1180,Rusk County,Fourth Quarter,76.0,912.0,5.3,281.0,-1.7,Leisure and Hospitality,48401.0
1181,Sabine County,Fourth Quarter,10.0,82.0,-2.4,286.0,5.5,Leisure and Hospitality,48403.0
1182,San Augustine County,Fourth Quarter,7.0,34.0,-8.1,294.0,-3.0,Leisure and Hospitality,48405.0
1183,San Jacinto County,Fourth Quarter,15.0,147.0,5.0,345.0,2.4,Leisure and Hospitality,48407.0
1184,San Patricio County,Fourth Quarter,125.0,2183.0,-1.4,336.0,2.8,Leisure and Hospitality,48409.0
1185,San Saba County,Fourth Quarter,15.0,95.0,-2.1,275.0,26.7,Leisure and Hospitality,48411.0
1186,Schleicher County,Fourth Quarter,2.0,,,,,Leisure and Hospitality,48413.0
1187,Scurry County,Fourth Quarter,51.0,519.0,-1.7,272.0,-10.5,Leisure and Hospitality,48415.0
1188,Shackelford County,Fourth Quarter,9.0,78.0,13.0,287.0,4.4,Leisure and Hospitality,48417.0
1189,Shelby County,Fourth Quarter,39.0,486.0,0.6,292.0,-1.4,Leisure and Hospitality,48419.0
1190,Sherman County,Fourth Quarter,4.0,,,,,Leisure and Hospitality,48421.0
1191,Smith County,Fourth Quarter,520.0,11212.0,1.3,328.0,1.5,Leisure and Hospitality,48423.0
1192,Somervell County,Fourth Quarter,34.0,373.0,-7.9,450.0,6.6,Leisure and Hospitality,48425.0
1193,Starr County,Fourth Quarter,59.0,819.0,-2.6,268.0,0.8,Leisure and Hospitality,48427.0
1194,Stephens County,Fourth Quarter,21.0,186.0,8.8,264.0,-8.0,Leisure and Hospitality,48429.0
1195,Sterling County,Fourth Quarter,5.0,38.0,,271.0,,Leisure and Hospitality,48431.0
1196,Stonewall County,Fourth Quarter,6.0,34.0,6.3,157.0,-0.6,Leisure and Hospitality,48433.0
1197,Sutton County,Fourth Quarter,15.0,135.0,-10.0,300.0,2.4,Leisure and Hospitality,48435.0
1198,Swisher County,Fourth Quarter,14.0,140.0,-6.0,271.0,4.2,Leisure and Hospitality,48437.0
1199,Tarrant County,Fourth Quarter,4278.0,104031.0,4.0,391.0,1.3,Leisure and Hospitality,48439.0
1200,Taylor County,Fourth Quarter,360.0,7414.0,1.2,333.0,4.7,Leisure and Hospitality,48441.0
1201,Terrell County,Fourth Quarter,5.0,,,,,Leisure and Hospitality,48443.0
1202,Terry County,Fourth Quarter,23.0,312.0,21.4,261.0,11.1,Leisure and Hospitality,48445.0
1203,Throckmorton County,Fourth Quarter,2.0,,,,,Leisure and Hospitality,48447.0
1204,Titus County,Fourth Quarter,66.0,1272.0,8.8,288.0,-0.7,Leisure and Hospitality,48449.0
1205,Tom Green County,Fourth Quarter,285.0,6047.0,5.7,316.0,-0.3,Leisure and Hospitality,48451.0
1206,Travis County,Fourth Quarter,3737.0,91294.0,2.5,503.0,5.2,Leisure and Hospitality,48453.0
1207,Trinity County,Fourth Quarter,23.0,396.0,-2.5,399.0,8.4,Leisure and Hospitality,48455.0
1208,Tyler County,Fourth Quarter,24.0,247.0,2.1,280.0,19.7,Leisure and Hospitality,48457.0
1209,Upshur County,Fourth Quarter,49.0,772.0,14.0,260.0,-4.4,Leisure and Hospitality,48459.0
1210,Upton County,Fourth Quarter,8.0,31.0,29.2,190.0,-15.2,Leisure and Hospitality,48461.0
1211,Uvalde County,Fourth Quarter,74.0,1026.0,1.7,340.0,13.7,Leisure and Hospitality,48463.0
1212,Val Verde County,Fourth Quarter,93.0,1812.0,4.0,290.0,-0.3,Leisure and Hospitality,48465.0
1213,Van Zandt County,Fourth Quarter,87.0,1516.0,0.1,324.0,-0.3,Leisure and Hospitality,48467.0
1214,Victoria County,Fourth Quarter,241.0,4255.0,0.1,349.0,3.9,Leisure and Hospitality,48469.0
1215,Walker County,Fourth Quarter,118.0,2297.0,2.0,307.0,7.0,Leisure and Hospitality,48471.0
1216,Waller County,Fourth Quarter,55.0,1227.0,3.8,360.0,2.0,Leisure and Hospitality,48473.0
1217,Washington County,Fourth Quarter,90.0,1340.0,-0.6,318.0,5.6,Leisure and Hospitality,48477.0
1218,Webb County,Fourth Quarter,504.0,11280.0,3.0,309.0,1.0,Leisure and Hospitality,48479.0
1219,Wharton County,Fourth Quarter,90.0,1212.0,-9.5,295.0,5.4,Leisure and Hospitality,48481.0
1220,Wheeler County,Fourth Quarter,27.0,301.0,11.1,299.0,4.5,Leisure and Hospitality,48483.0
1221,Wichita County,Fourth Quarter,318.0,6527.0,2.2,295.0,2.1,Leisure and Hospitality,48485.0
1222,Wilbarger County,Fourth Quarter,29.0,395.0,-14.7,286.0,10.0,Leisure and Hospitality,48487.0
1223,Willacy County,Fourth Quarter,35.0,416.0,13.7,290.0,15.1,Leisure and Hospitality,48489.0
1224,Williamson County,Fourth Quarter,962.0,21414.0,4.6,382.0,3.8,Leisure and Hospitality,48491.0
1225,Wilson County,Fourth Quarter,66.0,659.0,6.3,331.0,13.7,Leisure and Hospitality,48493.0
1226,Winkler County,Fourth Quarter,14.0,127.0,11.4,301.0,4.5,Leisure and Hospitality,48495.0
1227,Wise County,Fourth Quarter,107.0,1734.0,0.8,317.0,7.1,Leisure and Hospitality,48497.0
1228,Wood County,Fourth Quarter,88.0,1086.0,6.3,332.0,-2.1,Leisure and Hospitality,48499.0
1229,Yoakum County,Fourth Quarter,22.0,186.0,2.2,259.0,-2.6,Leisure and Hospitality,48501.0
1230,Young County,Fourth Quarter,46.0,577.0,8.1,291.0,-5.8,Leisure and Hospitality,48503.0
1231,Zapata County,Fourth Quarter,24.0,218.0,11.2,242.0,-6.9,Leisure and Hospitality,48505.0
1232,Zavala County,Fourth Quarter,14.0,174.0,1.8,243.0,-4.0,Leisure and Hospitality,48507.0
1233, ,,,,,,,,
1234,Anderson County,Fourth Quarter,58.0,1621.0,6.9,849.0,18.6,Manufacturing,48001.0
1235,Andrews County,Fourth Quarter,11.0,260.0,-6.5,1001.0,11.6,Manufacturing,48003.0
1236,Angelina County,Fourth Quarter,73.0,2871.0,-3.5,1015.0,4.7,Manufacturing,48005.0
1237,Aransas County,Fourth Quarter,16.0,47.0,-9.6,804.0,22.4,Manufacturing,48007.0
1238,Archer County,Fourth Quarter,4.0,70.0,6.1,752.0,-5.2,Manufacturing,48009.0
1239,Armstrong County,Fourth Quarter,1.0,,,,,Manufacturing,48011.0
1240,Atascosa County,Fourth Quarter,33.0,344.0,-13.1,1124.0,22.4,Manufacturing,48013.0
1241,Austin County,Fourth Quarter,64.0,1419.0,3.4,1165.0,9.3,Manufacturing,48015.0
1242,Bailey County,Fourth Quarter,9.0,217.0,4.3,776.0,5.3,Manufacturing,48017.0
1243,Bandera County,Fourth Quarter,12.0,36.0,-23.4,1149.0,66.0,Manufacturing,48019.0
1244,Bastrop County,Fourth Quarter,77.0,1114.0,0.9,1060.0,7.2,Manufacturing,48021.0
1245,Baylor County,Fourth Quarter,2.0,,,,,Manufacturing,48023.0
1246,Bee County,Fourth Quarter,14.0,378.0,-1.0,1009.0,7.2,Manufacturing,48025.0
1247,Bell County,Fourth Quarter,163.0,6469.0,-1.3,970.0,5.1,Manufacturing,48027.0
1248,Bexar County,Fourth Quarter,1035.0,36612.0,4.6,1217.0,4.7,Manufacturing,48029.0
1249,Blanco County,Fourth Quarter,24.0,241.0,10.6,861.0,8.0,Manufacturing,48031.0
1250,Bosque County,Fourth Quarter,14.0,490.0,-1.0,964.0,5.7,Manufacturing,48035.0
1251,Bowie County,Fourth Quarter,74.0,1837.0,5.4,895.0,-3.2,Manufacturing,48037.0
1252,Brazoria County,Fourth Quarter,267.0,12559.0,-3.1,2350.0,15.5,Manufacturing,48039.0
1253,Brazos County,Fourth Quarter,124.0,5006.0,2.4,913.0,8.8,Manufacturing,48041.0
1254,Brewster County,Fourth Quarter,8.0,29.0,3.6,1002.0,49.3,Manufacturing,48043.0
1255,Briscoe County,Fourth Quarter,2.0,,,,,Manufacturing,48045.0
1256,Brown County,Fourth Quarter,42.0,3093.0,5.1,1217.0,8.7,Manufacturing,48049.0
1257,Burleson County,Fourth Quarter,15.0,363.0,38.0,897.0,-7.9,Manufacturing,48051.0
1258,Burnet County,Fourth Quarter,75.0,852.0,-1.5,1207.0,12.0,Manufacturing,48053.0
1259,Caldwell County,Fourth Quarter,25.0,623.0,30.1,763.0,2.3,Manufacturing,48055.0
1260,Calhoun County,Fourth Quarter,24.0,3129.0,3.4,2002.0,2.8,Manufacturing,48057.0
1261,Callahan County,Fourth Quarter,13.0,140.0,12.0,761.0,-1.6,Manufacturing,48059.0
1262,Cameron County,Fourth Quarter,221.0,5252.0,1.1,1067.0,6.5,Manufacturing,48061.0
1263,Camp County,Fourth Quarter,7.0,,,,,Manufacturing,48063.0
1264,Carson County,Fourth Quarter,4.0,,,,,Manufacturing,48065.0
1265,Cass County,Fourth Quarter,29.0,1260.0,-0.2,1228.0,-4.1,Manufacturing,48067.0
1266,Castro County,Fourth Quarter,5.0,38.0,5.6,1053.0,3.2,Manufacturing,48069.0
1267,Chambers County,Fourth Quarter,39.0,2307.0,2.8,1950.0,-0.4,Manufacturing,48071.0
1268,Cherokee County,Fourth Quarter,63.0,2318.0,3.5,758.0,7.1,Manufacturing,48073.0
1269,Childress County,Fourth Quarter,2.0,,,,,Manufacturing,48075.0
1270,Clay County,Fourth Quarter,4.0,65.0,8.3,1375.0,35.2,Manufacturing,48077.0
1271,Cochran County,Fourth Quarter,1.0,,,,,Manufacturing,48079.0
1272,Coke County,Fourth Quarter,2.0,,,,,Manufacturing,48081.0
1273,Coleman County,Fourth Quarter,10.0,112.0,24.4,619.0,2.0,Manufacturing,48083.0
1274,Collin County,Fourth Quarter,598.0,24705.0,3.6,1993.0,3.2,Manufacturing,48085.0
1275,Collingsworth County,Fourth Quarter,2.0,,,,,Manufacturing,48087.0
1276,Colorado County,Fourth Quarter,34.0,1141.0,9.1,1140.0,3.6,Manufacturing,48089.0
1277,Comal County,Fourth Quarter,140.0,3077.0,5.2,1012.0,1.8,Manufacturing,48091.0
1278,Comanche County,Fourth Quarter,13.0,138.0,-1.4,753.0,-5.2,Manufacturing,48093.0
1279,Concho County,Fourth Quarter,1.0,,,,,Manufacturing,48095.0
1280,Cooke County,Fourth Quarter,74.0,2842.0,-12.1,1191.0,5.2,Manufacturing,48097.0
1281,Coryell County,Fourth Quarter,36.0,482.0,33.5,1304.0,28.3,Manufacturing,48099.0
1282,Crane County,Fourth Quarter,2.0,,,,,Manufacturing,48103.0
1283,Crockett County,Fourth Quarter,2.0,,,,,Manufacturing,48105.0
1284,Crosby County,Fourth Quarter,2.0,,,,,Manufacturing,48107.0
1285,Culberson County,Fourth Quarter,2.0,,,,,Manufacturing,48109.0
1286,Dallam County,Fourth Quarter,11.0,667.0,11.0,1011.0,-1.5,Manufacturing,48111.0
1287,Dallas County,Fourth Quarter,2772.0,112653.0,2.3,1602.0,13.1,Manufacturing,48113.0
1288,Dawson County,Fourth Quarter,9.0,73.0,7.4,856.0,9.3,Manufacturing,48115.0
1289,Deaf Smith County,Fourth Quarter,31.0,1494.0,4.7,942.0,3.2,Manufacturing,48117.0
1290,Delta County,Fourth Quarter,1.0,,,,,Manufacturing,48119.0
1291,Denton County,Fourth Quarter,489.0,15784.0,2.1,1336.0,2.6,Manufacturing,48121.0
1292,DeWitt County,Fourth Quarter,25.0,802.0,4.0,908.0,0.8,Manufacturing,48123.0
1293,Dickens County,Fourth Quarter,1.0,,,,,Manufacturing,48125.0
1294,Dimmit County,Fourth Quarter,3.0,61.0,19.6,486.0,0.4,Manufacturing,48127.0
1295,Donley County,Fourth Quarter,2.0,,,,,Manufacturing,48129.0
1296,Duval County,Fourth Quarter,2.0,,,,,Manufacturing,48131.0
1297,Eastland County,Fourth Quarter,22.0,601.0,5.6,751.0,0.7,Manufacturing,48133.0
1298,Ector County,Fourth Quarter,264.0,4415.0,6.7,1478.0,5.6,Manufacturing,48135.0
1299,Edwards County,Fourth Quarter,1.0,,,,,Manufacturing,48137.0
1300,Ellis County,Fourth Quarter,185.0,10317.0,0.2,1142.0,-3.4,Manufacturing,48139.0
1301,El Paso County,Fourth Quarter,603.0,16501.0,-1.8,970.0,5.0,Manufacturing,48141.0
1302,Erath County,Fourth Quarter,45.0,1854.0,6.5,913.0,-0.1,Manufacturing,48143.0
1303,Falls County,Fourth Quarter,10.0,169.0,19.0,954.0,-8.7,Manufacturing,48145.0
1304,Fannin County,Fourth Quarter,26.0,721.0,3.1,1016.0,9.5,Manufacturing,48147.0
1305,Fayette County,Fourth Quarter,41.0,884.0,6.0,701.0,-1.5,Manufacturing,48149.0
1306,Fisher County,Fourth Quarter,2.0,,,,,Manufacturing,48151.0
1307,Floyd County,Fourth Quarter,6.0,44.0,-2.2,773.0,22.5,Manufacturing,48153.0
1308,Foard County,Fourth Quarter,1.0,,,,,Manufacturing,48155.0
1309,Fort Bend County,Fourth Quarter,417.0,13232.0,2.7,1505.0,9.0,Manufacturing,48157.0
1310,Franklin County,Fourth Quarter,4.0,,,,,Manufacturing,48159.0
1311,Freestone County,Fourth Quarter,11.0,110.0,-25.2,1043.0,9.4,Manufacturing,48161.0
1312,Frio County,Fourth Quarter,7.0,143.0,31.2,1123.0,62.3,Manufacturing,48163.0
1313,Gaines County,Fourth Quarter,12.0,218.0,41.6,1177.0,2.8,Manufacturing,48165.0
1314,Galveston County,Fourth Quarter,190.0,6138.0,3.5,2022.0,5.9,Manufacturing,48167.0
1315,Garza County,Fourth Quarter,1.0,,,,,Manufacturing,48169.0
1316,Gillespie County,Fourth Quarter,73.0,1130.0,6.9,708.0,4.9,Manufacturing,48171.0
1317,Glasscock County,Fourth Quarter,2.0,,,,,Manufacturing,48173.0
1318,Goliad County,Fourth Quarter,3.0,,,,,Manufacturing,48175.0
1319,Gonzales County,Fourth Quarter,15.0,1089.0,-1.3,915.0,10.9,Manufacturing,48177.0
1320,Gray County,Fourth Quarter,25.0,1115.0,17.7,1572.0,5.5,Manufacturing,48179.0
1321,Grayson County,Fourth Quarter,128.0,5670.0,0.5,1183.0,3.6,Manufacturing,48181.0
1322,Gregg County,Fourth Quarter,238.0,7736.0,7.9,1213.0,11.3,Manufacturing,48183.0
1323,Grimes County,Fourth Quarter,35.0,1544.0,11.2,1238.0,5.5,Manufacturing,48185.0
1324,Guadalupe County,Fourth Quarter,137.0,7743.0,7.1,1119.0,2.3,Manufacturing,48187.0
1325,Hale County,Fourth Quarter,23.0,670.0,4.5,934.0,25.7,Manufacturing,48189.0
1326,Hall County,Fourth Quarter,3.0,25.0,31.6,645.0,-14.2,Manufacturing,48191.0
1327,Hamilton County,Fourth Quarter,12.0,208.0,22.4,831.0,5.6,Manufacturing,48193.0
1328,Hansford County,Fourth Quarter,6.0,63.0,85.3,709.0,-29.7,Manufacturing,48195.0
1329,Hardeman County,Fourth Quarter,4.0,,,,,Manufacturing,48197.0
1330,Hardin County,Fourth Quarter,32.0,893.0,5.9,1241.0,6.0,Manufacturing,48199.0
1331,Harris County,Fourth Quarter,4792.0,171126.0,2.8,1671.0,1.0,Manufacturing,48201.0
1332,Harrison County,Fourth Quarter,79.0,5574.0,-0.9,1232.0,4.3,Manufacturing,48203.0
1333,Hartley County,Fourth Quarter,2.0,,,,,Manufacturing,48205.0
1334,Haskell County,Fourth Quarter,3.0,21.0,5.0,823.0,8.3,Manufacturing,48207.0
1335,Hays County,Fourth Quarter,180.0,4529.0,4.0,1074.0,2.1,Manufacturing,48209.0
1336,Hemphill County,Fourth Quarter,8.0,57.0,11.8,1316.0,0.2,Manufacturing,48211.0
1337,Henderson County,Fourth Quarter,61.0,2248.0,-3.0,852.0,24.0,Manufacturing,48213.0
1338,Hidalgo County,Fourth Quarter,304.0,7058.0,8.1,800.0,-2.6,Manufacturing,48215.0
1339,Hill County,Fourth Quarter,39.0,1103.0,20.7,871.0,0.6,Manufacturing,48217.0
1340,Hockley County,Fourth Quarter,16.0,252.0,13.0,870.0,3.8,Manufacturing,48219.0
1341,Hood County,Fourth Quarter,51.0,647.0,-0.6,1025.0,6.0,Manufacturing,48221.0
1342,Hopkins County,Fourth Quarter,39.0,1694.0,8.6,1017.0,-0.4,Manufacturing,48223.0
1343,Houston County,Fourth Quarter,26.0,662.0,-9.4,1489.0,11.4,Manufacturing,48225.0
1344,Howard County,Fourth Quarter,30.0,843.0,1.1,1956.0,26.0,Manufacturing,48227.0
1345,Hudspeth County,Fourth Quarter,2.0,,,,,Manufacturing,48229.0
1346,Hunt County,Fourth Quarter,77.0,7165.0,-2.0,1782.0,5.1,Manufacturing,48231.0
1347,Hutchinson County,Fourth Quarter,28.0,972.0,-2.3,1812.0,2.9,Manufacturing,48233.0
1348,Irion County,Fourth Quarter,1.0,,,,,Manufacturing,48235.0
1349,Jack County,Fourth Quarter,7.0,52.0,-8.8,1209.0,-16.2,Manufacturing,48237.0
1350,Jackson County,Fourth Quarter,13.0,,,,,Manufacturing,48239.0
1351,Jasper County,Fourth Quarter,25.0,1303.0,3.2,1792.0,4.5,Manufacturing,48241.0
1352,Jeff Davis County,Fourth Quarter,2.0,,,,,Manufacturing,48243.0
1353,Jefferson County,Fourth Quarter,253.0,16287.0,2.5,2011.0,5.3,Manufacturing,48245.0
1354,Jim Hogg County,Fourth Quarter,6.0,49.0,-5.8,724.0,4.8,Manufacturing,48247.0
1355,Jim Wells County,Fourth Quarter,20.0,396.0,12.5,1190.0,25.5,Manufacturing,48249.0
1356,Johnson County,Fourth Quarter,176.0,6336.0,1.3,1164.0,3.0,Manufacturing,48251.0
1357,Jones County,Fourth Quarter,10.0,168.0,-26.6,726.0,1.7,Manufacturing,48253.0
1358,Karnes County,Fourth Quarter,12.0,313.0,57.3,1364.0,1.2,Manufacturing,48255.0
1359,Kaufman County,Fourth Quarter,127.0,4438.0,9.1,1154.0,8.1,Manufacturing,48257.0
1360,Kendall County,Fourth Quarter,48.0,1032.0,6.9,835.0,-8.8,Manufacturing,48259.0
1361,Kerr County,Fourth Quarter,47.0,1261.0,7.1,1079.0,5.7,Manufacturing,48265.0
1362,Kimble County,Fourth Quarter,5.0,,,,,Manufacturing,48267.0
1363,Kinney County,Fourth Quarter,1.0,,,,,Manufacturing,48271.0
1364,Kleberg County,Fourth Quarter,20.0,305.0,16.0,1093.0,0.4,Manufacturing,48273.0
1365,Knox County,Fourth Quarter,2.0,,,,,Manufacturing,48275.0
1366,Lamar County,Fourth Quarter,60.0,5047.0,12.0,1145.0,-7.3,Manufacturing,48277.0
1367,Lamb County,Fourth Quarter,7.0,66.0,8.2,669.0,-21.5,Manufacturing,48279.0
1368,Lampasas County,Fourth Quarter,22.0,571.0,-4.8,641.0,6.0,Manufacturing,48281.0
1369,Lavaca County,Fourth Quarter,29.0,1075.0,5.9,1606.0,36.3,Manufacturing,48285.0
1370,Lee County,Fourth Quarter,17.0,417.0,-6.9,1131.0,17.6,Manufacturing,48287.0
1371,Leon County,Fourth Quarter,19.0,811.0,29.1,1610.0,-6.3,Manufacturing,48289.0
1372,Liberty County,Fourth Quarter,48.0,1199.0,34.9,1321.0,5.8,Manufacturing,48291.0
1373,Limestone County,Fourth Quarter,7.0,542.0,24.9,716.0,-7.9,Manufacturing,48293.0
1374,Lipscomb County,Fourth Quarter,3.0,,,,,Manufacturing,48295.0
1375,Live Oak County,Fourth Quarter,6.0,344.0,,1543.0,,Manufacturing,48297.0
1376,Llano County,Fourth Quarter,20.0,154.0,-1.9,1245.0,10.3,Manufacturing,48299.0
1377,Loving County,Fourth Quarter,1.0,,,,,Manufacturing,48301.0
1378,Lubbock County,Fourth Quarter,244.0,4696.0,-1.1,946.0,6.1,Manufacturing,48303.0
1379,Lynn County,Fourth Quarter,4.0,30.0,,858.0,,Manufacturing,48305.0
1380,McCulloch County,Fourth Quarter,9.0,202.0,39.3,958.0,3.1,Manufacturing,48307.0
1381,McLennan County,Fourth Quarter,266.0,16613.0,1.9,1204.0,4.3,Manufacturing,48309.0
1382,McMullen County,Fourth Quarter,1.0,,,,,Manufacturing,48311.0
1383,Madison County,Fourth Quarter,12.0,249.0,57.6,892.0,20.1,Manufacturing,48313.0
1384,Marion County,Fourth Quarter,8.0,316.0,1.0,1147.0,1.6,Manufacturing,48315.0
1385,Martin County,Fourth Quarter,2.0,,,,,Manufacturing,48317.0
1386,Mason County,Fourth Quarter,6.0,21.0,-34.4,576.0,-24.2,Manufacturing,48319.0
1387,Matagorda County,Fourth Quarter,23.0,478.0,2.1,1445.0,5.3,Manufacturing,48321.0
1388,Maverick County,Fourth Quarter,19.0,607.0,-22.2,790.0,18.8,Manufacturing,48323.0
1389,Medina County,Fourth Quarter,23.0,101.0,-29.9,717.0,34.0,Manufacturing,48325.0
1390,Menard County,Fourth Quarter,1.0,,,,,Manufacturing,48327.0
1391,Midland County,Fourth Quarter,150.0,3586.0,19.7,1257.0,0.6,Manufacturing,48329.0
1392,Milam County,Fourth Quarter,18.0,206.0,-10.8,1445.0,-2.4,Manufacturing,48331.0
1393,Mills County,Fourth Quarter,7.0,106.0,3.9,680.0,12.4,Manufacturing,48333.0
1394,Mitchell County,Fourth Quarter,3.0,,,,,Manufacturing,48335.0
1395,Montague County,Fourth Quarter,19.0,410.0,5.1,847.0,-10.2,Manufacturing,48337.0
1396,Montgomery County,Fourth Quarter,489.0,10421.0,7.9,1424.0,2.7,Manufacturing,48339.0
1397,Moore County,Fourth Quarter,17.0,,,,,Manufacturing,48341.0
1398,Morris County,Fourth Quarter,16.0,1361.0,11.0,1324.0,20.1,Manufacturing,48343.0
1399,Motley County,Fourth Quarter,2.0,,,,,Manufacturing,48345.0
